Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
13100077,Double duel,Nancy Boulicault,"Boulicault, Nancy",,2916238018,9782916238012,0,4.33,Talents Hauts,Mass Market Paperback,95,2005,2005,5/15/21,8/4/23,,,read,,,,1,0
50191538,"Earth Almanac: A Year of Witnessing the Wild, from the Call of the Loon to the Journey of the Gray Whale",Ted  Williams,"Williams, Ted",Verlyn Klinkenborg,,,0,4.18,"Storey Publishing, LLC",Kindle Edition,257,2020,2004,2/28/21,8/4/23,,,read,,,,1,0
50727246,Echoes of Another,Chandra Clarke,"Clarke, Chandra",,,9780973039580,0,3.83,Fractal Moose,ebook,355,2020,2020,,8/4/23,,,read,,,,1,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,1250012570,9781250012579,0,3.95,St. Martin's Press,Hardcover,328,2013,2012,4/20/15,8/4/23,,,read,,,,1,0
41161345,Emily Eternal,M.G. Wheaton,"Wheaton, M.G.",,1538730391,9781538730393,0,3.41,Grand Central Publishing,Hardcover,304,2019,2019,12/29/20,8/4/23,,,read,,,,1,0
10950666,"Eternal Eden (Eden Trilogy, #1)",Nicole  Williams,"Williams, Nicole",,,,0,3.78,,Kindle Edition,394,2011,2011,,8/4/23,,,read,,,,1,0
20827296,"Evensong (Meratis Trilogy, #1)",Krista Walsh,"Walsh, Krista",,,,0,3.62,Raven's Quill Press,Kindle Edition,317,2014,2014,,8/4/23,,,read,,,,1,0
13637167,"Evolution (Evolution, #1)",Kelly Carrero,"Carrero, Kelly",,,,0,3.64,,Kindle Edition,219,2012,2012,,8/4/23,,,read,,,,1,0
576839,"Exodus (Exodus, #1)",Julie Bertagna,"Bertagna, Julie",,033039908X,9780330399081,0,3.69,Young Picador,Paperback,337,2003,2002,9/29/13,8/4/23,,,read,,,,1,0
7066061,Fill Out This Application and Wait Over There,Ruth Starke,"Starke, Ruth",,1862918473,9781862918474,0,3.42,Omnibus,,288,2009,2009,,8/4/23,,,read,,,,1,0
37796953,Foe,Iain Reid,"Reid, Iain",,1501103474,9781501103476,0,3.73,Simon & Schuster  ,Hardcover,224,2018,2018,2/28/21,8/4/23,,,read,,,,1,0
17620753,Fox 8,George Saunders,"Saunders, George",,0812995325,9780812995329,0,4.12,Random House,ebook,21,2013,2013,4/23/21,8/4/23,,,read,,,,1,0
13416089,Freaks Like Us,Susan Vaught,"Vaught, Susan",,1599908727,9781599908724,0,3.83,Bloomsbury USA Childrens,Hardcover,240,2012,2012,,8/4/23,,,read,,,,1,0
22039561,Free From the Tracks,K.T. Bowes,"Bowes, K.T.",,,,0,3.75,K T Bowes,ebook,,2013,2013,,8/4/23,,,read,,,,1,0
12986800,"Frey (The Frey Saga, #1)",Melissa Wright,"Wright, Melissa",,,,0,3.63,,Kindle Edition,246,2011,2011,,8/4/23,,,read,,,,1,0
43782498,"Gamechanger (The Bounceback, #1)",L.X. Beckett,"Beckett, L.X.",,,,0,3.73,Tor Books,Kindle Edition,576,2019,2019,3/20/21,8/4/23,,,read,,,,1,0
318960,Gems and Crystals: From the American Museum of Natural History,George E. Harlow,"Harlow, George E.","Anna S. Sofianides, Harold Van Pelt, Erica Van Pelt",0671687042,9780671687045,0,4.15,Simon & Schuster,Hardcover,208,1991,1991,6/24/20,8/4/23,,,read,,,,1,0
34886046,Gravity Well,Melanie Joosten,"Joosten, Melanie",,192532205X,9781925322057,0,3.65,Scribe Publications,Paperback,288,2017,,6/13/21,8/4/23,,,read,,,,1,0
41150910,Guestbook: Ghost Stories,Leanne Shapton,"Shapton, Leanne",,1846144930,9781846144936,0,3.55,Particular Books,Hardcover,305,2019,2019,12/29/20,8/4/23,,,read,,,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany",,,0,3.5,"Little, Brown",Hardcover,343,2016,2016,4/23/21,8/4/23,,,read,,,,1,0
9563183,Hidden Alaska: Bristol Bay and Beyond,Dave Atcheson,"Atcheson, Dave",Michael Melford,1426207700,9781426207709,0,4.32,National Geographic,Hardcover,160,2011,2011,,8/4/23,,,read,,,,1,0
898232,"Hidden Empire (The Saga of Seven Suns, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,0446610577,9780446610575,0,3.79,Aspect,Mass Market Paperback,654,2003,2002,,8/4/23,,,read,,,,1,0
2927126,How to Ditch Your Fairy,Justine Larbalestier,"Larbalestier, Justine",,1599903016,9781599903019,0,3.35,Bloomsbury U.S.A. Children's Books,Hardcover,304,2008,2008,,8/4/23,,,read,,,,1,0
22009786,I Know Lucy (A Fugitive #1),Melissa Pearl,"Pearl, Melissa",,,,0,4.02,Evatopia Press,Kindle Edition,228,2014,2014,,8/4/23,,,read,,,,1,0
6321845,Ice,Sarah Beth Durst,"Durst, Sarah Beth",,141698643X,9781416986430,0,3.71,Margaret K. McElderry Books,Hardcover,308,2009,2009,,8/4/23,,,read,,,,1,0
22398364,Ice (The Poseidon's Girls Trilogy Book 1),M.S. Watson,"Watson, M.S.",,,,0,3.5,M.S. Watson,Kindle Edition,163,2014,2014,,8/4/23,,,read,,,,1,0
18131982,Imperfect,Tina Chan,"Chan, Tina",,,,0,3.34,,Paperback,,2013,2013,,8/4/23,,,read,,,,1,0
17633262,It's Complicated,Laura L.  Smith,"Smith, Laura L.",,,,0,3.63,Playlist Fiction,Kindle Edition,,2013,2013,,8/4/23,,,read,,,,1,0
17610334,"Jaded (Rock Star trilogy, #1)",Mercy Amare,"Amare, Mercy",,,,0,3.74,Mercy Amare,Kindle Edition,243,2013,2013,,8/4/23,,,read,,,,1,0
18304662,"Jump (Twinmaker, #1)",Sean Williams,"Williams, Sean",,1743315864,9781743315866,0,3.38,Allen & Unwin,Paperback,416,2013,2013,,8/4/23,,,read,,,,1,0
36592534,La caja y la luna: The box and the moon,Patricia Romero,"Romero, Patricia",Vicky Collar,8417268073,9788417268077,0,5,NowKinds,Hardcover,30,2017,,6/13/21,8/4/23,,,read,,,,1,0
52024934,Lights All Night Long,Lydia  Fitzpatrick,"Fitzpatrick, Lydia",,0525558756,9780525558750,0,3.89,Penguin Books,Paperback,340,2020,2019,6/13/21,8/4/23,,,read,,,,1,0
11999940,"Look Into My Eyes (Ruby Redfort, #1)",Lauren Child,"Child, Lauren",,0007334060,9780007334063,0,4.22,HarperCollins Publishers,Hardcover,390,2011,2011,,8/4/23,,,read,,,,1,0
11849067,"Madly (Madly, #1)",Michelle Leighton,"Leighton, Michelle",,,,0,3.76,,ebook,57,2011,2011,,8/4/23,,,read,,,,1,0
45692230,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,"McGuire, Seanan",Amber Benson,,9781250223357,0,4.02,Macmillan Audio,Audiobook,18,2019,2019,,8/4/23,,,read,,,,1,0
22372402,"Midnight Fire (Rise of the Dark Angel, #1)",Melody Anne,"Anne, Melody",,,,0,3.87,Gossamer Publishing,Kindle Edition,253,2012,2012,,8/4/23,,,read,,,,1,0
33052,Murder in the Cathedral,T.S. Eliot,"Eliot, T.S.",,0156632772,9780156632775,0,3.72,"Harcourt, Brace Jovanovich/Harvest",Paperback,148,1964,1936,5/15/21,8/4/23,,,read,,,,1,0
20874388,"Never Forgotten (Never Forgotten, #1)",Kelly Risser,"Risser, Kelly",,,9781940534534,0,3.87,Clean Teen Publishing,Paperback,380,2014,2014,,8/4/23,,,read,,,,1,0
33806948,No One Can Pronounce My Name,Rakesh Satyal,"Satyal, Rakesh",,,,0,3.67,Picador,Kindle Edition,402,2017,2017,9/6/21,8/4/23,,,read,,,,1,0
2200932,Nobody's Perfect (Deaf Child Crossing #2),Marlee Matlin,"Matlin, Marlee",,1416949763,9781416949763,0,4.02,Simon  Schuster Books for Young Readers,Paperback,240,2007,2006,,8/4/23,,,read,,,,1,0
45358676,Not Born Yesterday: The Science of Who We Trust and What We Believe,Hugo Mercier,"Mercier, Hugo",,0691178704,9780691178707,0,3.92,Princeton University Press,Hardcover,384,2020,2020,5/15/21,8/4/23,,,read,,,,1,0
11194946,"Oddily (Oddily, #1)",Linda Pohring,"Pohring, Linda",,,9781460985960,0,3.34,CreateSpace,Paperback,264,2011,2011,7/29/15,8/4/23,,,read,,,,1,0
56897694,"One Night, New York",Lara Thompson,"Thompson, Lara",,1643138391,9781643138398,0,3.3,Pegasus Crime,Hardcover,336,2021,2021,9/6/21,8/4/23,,,read,,,,1,0
24423411,Opulent Oceans: Extraordinary Rare Book Selections from the American Museum of Natural History Library (Natural Histories),Melanie L.J. Stiassny,"Stiassny, Melanie L.J.",,145491341X,9781454913412,0,4.38,Union Square & Co.,Paperback,176,2014,2014,1/9/21,8/4/23,,,read,,,,1,0
6609765,Out of My Mind (The Out of My Mind Series),Sharon M. Draper,"Draper, Sharon M.",,141697170X,9781416971702,0,4.36,Atheneum Books for Young Readers,Hardcover,295,2010,2010,,8/4/23,,,read,,,,1,0
32601289,Perception (The Perception Trilogy #1),Lee Strauss,"Strauss, Lee",,,,0,3.68,ESB Publishing,Kindle Edition,312,2016,2012,,8/4/23,,,read,,,,1,0
19974208,"Perfectly Flawed (Flawed, #1)",Nessa Morgan,"Morgan, Nessa",,,9781311533586,0,4.14,Smashwords Edition,ebook,644,2013,2013,,8/4/23,,,read,,,,1,0
42980139,Platform Seven,Louise Doughty,"Doughty, Louise",,0571321941,9780571321940,0,3.49,Faber & Faber,Hardcover,448,2019,2019,12/29/20,8/4/23,,,read,,,,1,0
2708124,Professional Hairdressing: The Official Guide to S/NVQ Level 3,Martin  Green,"Green, Martin",Leo Palladino,1844806979,9781844806973,0,5,Cengage Learning,Paperback,324,2007,1994,5/15/21,8/4/23,,,read,,,,1,0
11345170,"Raven (The Raven Saga, #1)",Suzy Turner,"Turner, Suzy",,,,0,3.68,Suzanne Turner Publishing,Kindle Edition,273,2011,2011,,8/4/23,,,read,,,,1,0
36205146,Read This if You Want to Be a Great Writer,Ross Raisin,"Raisin, Ross",,1786271974,9781786271976,0,3.89,Laurence King Publishing,Paperback,136,2018,,3/20/21,8/4/23,,,read,,,,1,0
40045968,Reading the Clouds: How You Can Forecast the Weather,Oliver Perkins,"Perkins, Oliver","Tom Cunliffe, Duncan Wells",1472960181,9781472960184,0,4.33,Adlard Coles,Paperback,128,2019,,,8/4/23,,,read,,,,1,0
53404760,Reality and Other Stories,John Lanchester,"Lanchester, John",,039354091X,9780393540918,0,3.3,W. W. Norton & Company,Hardcover,192,2021,2020,6/13/21,8/4/23,,,read,,,,1,0
12970812,"Redemption (Redemption, #1)",R.K. Ryals,"Ryals, R.K.",,1466392509,9781466392502,0,3.95,CreateSpace,Paperback,340,2011,2011,,8/4/23,,,read,,,,1,0
26165367,Remembering Christchurch,Alison Parr,"Parr, Alison",,,9780143573371,0,0,Penguin Books New Zealand,Paperback,256,2015,2015,,8/4/23,,,read,,,,1,0
6135854,Season of Secrets,Sally Nicholls,"Nicholls, Sally",,1407105132,9781407105130,0,3.7,Marion Lloyd Books,Paperback,272,2009,2009,,8/4/23,,,read,,,,1,0
26214152,Seeking New York,Tom      Miller,"Miller, Tom",,1910258008,9781910258002,0,4.1,Pimpernel Press Ltd,Paperback,256,2015,2015,2/28/21,8/4/23,,,read,,,,1,0
8452340,"Shadowfell (Shadowfell, #1)",Juliet Marillier,"Marillier, Juliet",,0375869549,9780375869549,0,3.93,Knopf Books for Young Readers,Hardcover,410,2012,2012,,8/4/23,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,0062085484,9780062085481,0,3.88,Harper,Hardcover,338,2011,2011,2/26/15,8/4/23,,,read,,,,1,0
8467035,Shine,Kate Maryon,"Maryon, Kate",,0007326270,9780007326273,0,4.23,Harpercollins Pub Ltd,Paperback,218,2010,2010,10/10/13,8/4/23,,,read,,,,1,0
16116760,"Silence (Silence, #1)",Natasha Preston,"Preston, Natasha",,,,0,3.96,CreateSpace Independent Publishing Platform,Paperback,206,2012,2012,,8/4/23,,,read,,,,1,0
15705340,Snow White and the 7 Vampire Hunters,Kat Halstead,"Halstead, Kat",,,9781465850782,0,1.8,Smashwords Edition,ebook,15,2012,2012,,8/4/23,,,read,,,,1,0
13399726,"Sophie's Secret (Whispers, #1)",Tara West,"West, Tara",,,,0,3.64,"Tara West, via Smashwords",ebook,309,2012,2007,,8/4/23,,,read,,,,1,0
25365630,Spectacle,S.J. Pierce,"Pierce, S.J.",,,,0,3.82,,ebook,,2015,2015,,8/4/23,,,read,,,,1,0
21151662,Split Second,Sophie McKenzie,"McKenzie, Sophie",,1471115992,9781471115998,0,4.03,Simon & Schuster UK,Paperback,368,2014,2013,,8/4/23,,,read,,,,1,0
17271609,Stargazing for Dummies,Steve Owens,"Owens, Steve",,1118411579,9781118411575,0,4.12,For Dummies,ebook,352,2013,,2/14/18,8/4/23,,,read,,,,1,0
1379792,"Summer of Secrets (21st Century Austen, #2)",Rosie Rushton,"Rushton, Rosie",,1853409073,9781853409073,0,3.53,Piccadilly Press Ltd,Paperback,176,2007,2007,,8/4/23,,,read,,,,1,0
2500121,Summertime Blues,Julia Clarke,"Clarke, Julia",,0192718711,9780192718716,0,3.34,Oxford Univeristy Press,Paperback,192,2001,2001,,8/4/23,,,read,,,,1,0
21782077,Tesla (Tesla Evolution #1),Mark Lingane,"Lingane, Mark",,,9780992377946,0,3.53,Insync Holdings,ebook,284,2013,2013,,8/4/23,,,read,,,,1,0
26796513,The Barber Book,Phaidon Press,"Press, Phaidon",,0714871044,9780714871042,0,4.06,Phaidon Press,Hardcover,192,2016,2016,5/15/21,8/4/23,,,read,,,,1,0
23128971,"The Big, Bad Book of Botany: The World's Most Fascinating Flora",Michael Largo,"Largo, Michael",,,,0,3.71,William Morrow Paperbacks,Kindle Edition,419,2014,,6/13/21,8/4/23,,,read,,,,1,0
25852972,The Book of Samurai: The Fundamental Teachings,Antony Cummins,"Cummins, Antony",Yoshie Minami,1780288883,9781780288888,0,3.76,Watkins Publishing,Hardcover,544,2015,2015,5/15/21,8/4/23,,,read,,,,1,0
53534174,The Butterfly Lampshade,Aimee Bender,"Bender, Aimee",,,,0,3.57,Anchor,Kindle Edition,255,2020,2020,,8/4/23,,,read,,,,1,0
30108760,The Chalk Artist,Allegra Goodman,"Goodman, Allegra",,,,0,3.4,The Dial Press ,Kindle Edition,352,2017,2017,,8/4/23,,,read,,,,1,0
959648,The Complete Poems of John Keats,John Keats,"Keats, John",,,,0,4.25,Wordsworth Editions Ltd,Paperback,512,1994,1820,6/13/21,8/4/23,,,read,,,,1,0
8425243,The Dark Blue 100-Ride Bus Ticket,Margaret Mahy,"Mahy, Margaret",,1869508165,9781869508166,0,3.82, HarperCollins Publishers (New Zealand),Paperback,160,2009,2009,,8/4/23,,,read,,,,1,0
41812813,"The Daughters of Temperance Hobbs (The Physick Book, #2)",Katherine Howe,"Howe, Katherine",,1250304865,9781250304865,0,3.75,Henry Holt and Co.,Hardcover,338,2019,2019,,8/4/23,,,read,,,,1,0
34409176,The Dreamers,Karen Thompson Walker,"Walker, Karen Thompson",,0812994167,9780812994162,0,3.64,Random House,Hardcover,303,2019,2019,9/6/21,8/4/23,,,read,,,,1,0
18908596,"The Fab Life (The Kihanna Saga, #1)",Mercy Amare,"Amare, Mercy",,,,0,3.8,,Kindle Edition,297,2013,2013,,8/4/23,,,read,,,,1,0
17252615,"The Game (The Game is Life, #1)",Terry Schott,"Schott, Terry",,,,0,3.92,Amazon Digital Services,Kindle Edition,289,2012,2012,,8/4/23,,,read,,,,1,0
29746223,The Gifting (Gifting #1),K.E. Ganshert,"Ganshert, K.E.",Heather Masters,,,0,4.1,K.E. Ganshert,Audible Audio,,2016,2015,,8/4/23,,,read,,,,1,0
13415755,The Girl in the Converse Shoes,Yaritza Garcia,"Garcia, Yaritza",,,,0,2.76,Yaritza Garcia Smashwords Edition,ebook,10,2012,2012,,8/4/23,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,0,4.12,Ember,Paperback,208,2006,1993,,8/4/23,,,read,,,,1,0
41182168,The Heavens,Sandra Newman,"Newman, Sandra",,1783784849,9781783784844,0,3.26,Granta,Hardcover,272,2019,2019,2/28/21,8/4/23,,,read,,,,1,0
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,"Kagawa, Julie",,0373210086,9780373210084,0,3.88,Harlequin Teen,Paperback,363,2010,2010,12/5/13,8/4/23,,,read,,,,1,0
49372596,The Lightness,Emily  Temple,"Temple, Emily",,,,0,3.41,The Borough Press,Kindle Edition,275,2020,2020,1/9/21,8/4/23,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,,,0,4.3,Disney Hyperion Books,Paperback,377,2006,2005,3/10/14,8/4/23,,,read,,,,1,0
887764,"The Melting of Maggie Bean (Maggie Bean, #1)",Tricia Rayburn,"Rayburn, Tricia",,1416933484,9781416933489,0,3.8,Aladdin,Paperback,250,2007,2007,6/12/14,8/4/23,,,read,,,,1,0
9858714,"The Mind Readers (Mind Readers, #1)",Lori Brighton,"Brighton, Lori",,,,0,3.76,Smashwords,ebook,170,2010,2010,,8/4/23,,,read,,,,1,0
281577,"The Nannies (Nannies, #1)",Melody Mayer,"Mayer, Melody",,038573283X,9780385732833,0,3.64,Delacorte Books for Young Readers,Paperback,274,2005,2005,,8/4/23,,,read,,,,1,0
38124666,The New Girl(Webster Grove #1),Tracie Puckett,"Puckett, Tracie",,152380419X,9781523804191,0,3.77,CreateSpace Independent Publishing Platform,Paperback,122,2012,2012,,8/4/23,,,read,,,,1,0
39717362,The Perils of Perception: Why We're Wrong About Nearly Everything,Bobby Duffy,"Duffy, Bobby",,,,0,3.74,Atlantic Books,Kindle Edition,320,2018,2018,3/20/21,8/4/23,,,read,,,,1,0
9138231,The Philosophical Breakfast Club: Four Remarkable Friends Who Transformed Science and Changed the World,Laura J. Snyder,"Snyder, Laura J.",,0767930487,9780767930482,0,3.98,Broadway Books,Hardcover,448,2011,2011,11/18/18,8/4/23,,,read,,,,1,0
21482237,"The Problem with Crazy (Crazy In Love, #1)",Lauren K. McKellar,"McKellar, Lauren K.",,0992452414,9780992452414,0,4.06,Lauren McKellar,Paperback,296,2014,2014,,8/4/23,,,read,,,,1,0
10184988,"The Queen's Blade (The Queen's Blade, #1)",T.C. Southwell,"Southwell, T.C.",,,2940011160141,0,3.93,"T C  Southwell, via Smashwords",Nook,339,2010,2010,,8/4/23,,,read,,,,1,0
20756350,"The Reed field guide to New Zealand geology: An introduction to rocks, minerals, and fossils",Jocelyn Thornton,"Thornton, Jocelyn",,0790004054,9780790004051,0,0,Reed Publishing,Paperback,226,1997,1997,1/9/21,8/4/23,,,read,,,,1,0
32075825,"The Rise and Fall of D.O.D.O. (D.O.D.O., #1)",Neal Stephenson,"Stephenson, Neal",Nicole Galland,0062409166,9780062409164,0,3.86,William Morrow,Hardcover,752,2017,2017,1/9/21,8/4/23,,,read,,,,1,0
17160608,"The Secret Diamond Sisters (The Secret Diamond Sisters, #1)",Michelle Madow,"Madow, Michelle",,0373211090,9780373211098,0,3.61,Harlequin Teen,Paperback,382,2014,2014,,8/4/23,,,read,,,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,0062059939,9780062059932,0,4.09,HarperTeen,Hardcover,336,2012,2012,3/12/17,8/4/23,,,read,,,,1,0
38508766,The Skeptics' Guide to the Universe: How to Know What's Really Real in a World Increasingly Full of Fake,Steven Novella,"Novella, Steven","Bob Novella, Cara Santa Maria, Jay Novella, Evan Bernstein",1538760533,9781538760536,0,4.4,Grand Central Publishing,Hardcover,512,2018,2018,6/24/20,8/4/23,,,read,,,,1,0
20661548,The Snowden Files: The Inside Story of the World's Most Wanted Man,Luke Harding,"Harding, Luke",,0804173524,9780804173520,0,3.84,Vintage,Paperback,333,2014,2014,3/20/21,8/4/23,,,read,,,,1,0
42481310,The Tree,Richard Woldendorp,"Woldendorp, Richard",,1925591697,9781925591699,0,3.8,Fremantle Press,Hardcover,144,2019,,,8/4/23,,,read,,,,1,0
1765655,The Truth About My Bat Mitzvah,Nora Raleigh Baskin,"Baskin, Nora Raleigh",,1416935584,9781416935582,0,3.66,Simon & Schuster Books For Young Readers,Hardcover,144,2008,2008,,8/4/23,,,read,,,,1,0
21118222,The Walker's Guide to Outdoor Clues and Signs,Tristan Gooley,"Gooley, Tristan",,1444780107,,0,3.76,Sceptre,Kindle Edition,438,2014,2014,9/4/20,8/4/23,,,read,,,,1,0
13165068,Trefoil,M.C. Moore,"Moore, M.C.",,1466459670,9781466459670,0,3.54,CreateSpace,Paperback,234,2011,2011,,8/4/23,,,read,,,,1,0
44436876,Triangulum,Masande Ntshanga,"Ntshanga, Masande",,1937512770,9781937512774,0,3.58,Two Dollar Radio,Paperback,384,2019,2019,2/28/21,8/4/23,,,read,,,,1,0
18501336,"Unbreakable (Unbreakable, #1)",Rebecca Shea,"Shea, Rebecca",,1489553207,9781489553201,0,3.95,Createspace Independent Publishing Platform,Paperback,314,2013,2013,,8/4/23,,,read,,,,1,0
43706722,Under the Water,Paul Pen,"Pen, Paul",Simon Bruni,1542042062,9781542042062,0,3.63,Amazon Crossing,Paperback,313,2019,2019,1/9/21,8/4/23,,,read,,,,1,0
55400201,Vera Rubin: A Life,Jacqueline Mitton,"Mitton, Jacqueline","Simon Mitton, Jocelyn Bell Burnell",067491919X,9780674919198,0,4.25,Belknap Press: An Imprint of Harvard University Press,Hardcover,320,2021,2021,9/6/21,8/4/23,,,read,,,,1,0
40963341,"Visual Intelligence: Sharpen Your Perception, Change Your Life",Amy E. Herman,"Herman, Amy E.",,,,0,4.13,Eamon Dolan/Houghton Mifflin Harcourt,Kindle Edition,341,2016,2015,1/9/21,8/4/23,,,read,,,,1,0
12368971,"Voyager, 101 Wonders Between Earth and the Edge of the Cosmos",Stuart  Clark,"Clark, Stuart",,1848879466,9781848879461,0,4.22,Atlantic Books (UK),Hardcover,256,2010,2010,6/24/20,8/4/23,,,read,,,,1,0
30134847,"Waking Gods (Themis Files, #2)",Sylvain Neuvel,"Neuvel, Sylvain",,1101886722,9781101886724,0,4.01, Del Rey,Hardcover,336,2017,2017,2/28/21,8/4/23,,,read,,,,1,0
11250674,"Wander Dust (The Seraphina Parrish Trilogy, #1)",Michelle Warren,"Warren, Michelle",,0984662103,9780984662104,0,3.76,kristine michelle preast,Paperback,374,2011,2011,,8/4/23,,,read,,,,1,0
12755985,"Water (Akasha, #1)",Terra Harmony,"Harmony, Terra",,,,0,3.31,Patchwork Press,Kindle Edition,279,2011,2011,,8/4/23,,,read,,,,1,0
874413,Waves,Sharon Dogar,"Dogar, Sharon",,0439871808,9780439871808,0,3.56,Chicken House,Hardcover,344,2007,2007,,8/4/23,,,read,,,,1,0
40040679,Ways to Hide in Winter,Sarah St. Vincent,"Vincent, Sarah St.",,,,0,3.57,Melville House,Kindle Edition,233,2018,2018,12/29/20,8/4/23,,,read,,,,1,0
11544476,"When We Wake (When We Wake, #1)",Karen Healey,"Healey, Karen",,031620076X,9780316200769,0,3.65,"Little, Brown Books for Young Readers",Hardcover,304,2013,2013,,8/4/23,,,read,,,,1,0
36341649,You Were Made for This,Michelle Sacks,"Sacks, Michelle",,0316475408,9780316475402,0,3.38,Hachette,Hardcover,341,2018,2018,9/6/21,8/4/23,,,read,,,,1,0
25739749,Young Annabelle (Y.A #1),Sarah Tork,"Tork, Sarah",,,,0,3.66,Sarah Tork,ebook,227,2013,2013,,8/4/23,,,read,,,,1,0
45321626,Zed,Joanna Kavenna,"Kavenna, Joanna",,,,0,3.11,Faber & Faber,Kindle Edition,352,2019,2019,6/13/21,8/4/23,,,read,,,,1,0
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,1408725797,9781408725795,0,4.23,Little Brown Books,Paperback,389,2023,2023,,8/5/23,to-read,to-read (#1),to-read,,,,0,0
61423065,The Do-Over,Suzanne Park,"Park, Suzanne",,0063216051,9780063216051,0,3.31,Avon,Paperback,368,2023,2023,,8/5/23,to-read,to-read (#2),to-read,,,,0,0
8049273,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,039333810X,9780393338102,0,4.09,W. W. Norton & Company,Paperback,464,2010,1999,5/6/15,8/5/23,,,read,,,,1,0
25841559,An Introduction to Galaxies and Cosmology,Mark H. Jones,"Jones, Mark H.","Robert J. A. Lambourne, Stephen Serjeant",1107492610,9781107492615,0,4,Cambridge - Open University,Paperback,450,2015,2004,2/18/18,8/11/23,,,read,,,,1,0
167902866,An Introduction to the Sun and Stars (2015-02-19),X,"X, X",,,,0,0,Cambridge - Open University,Paperback,,,,2/18/18,8/11/23,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,1101904224,9781101904220,0,4.13,Ballantine Books,Hardcover,352,2016,2016,8/11/23,8/11/23,,,read,,,,1,0
13777942,Gems & Minerals,Andreas Landmann,"Landmann, Andreas",,0764330667,9780764330667,0,4,Schiffer Pub Ltd,Hardcover,176,2008,2008,,8/11/23,,,read,,,,1,0
31556643,"Physics: Volume 1: Asia-Pacific Edition (Physics, #1)",Raymond A. Serway,"Serway, Raymond A.","John W. Jewett Jr., Kate  Wilson, Anna Wilson",,9780170189309,0,3.5,Cengage Learning Australia,Paperback,556,2012,2012,2/18/18,8/11/23,,,read,,,,1,0
